,age,workclass,fnlwgt,education,educational-num,marital-status,race,gender,capital-gain,capital-loss,hours-per-week,native-country,y
26062,58.0,0.0,51499.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
14880,34.0,0.0,29933.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
13244,53.0,0.0,146325.0,1.0,9.0,3.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
13194,37.0,0.0,21798.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,45.0,0.0,1.0
26492,44.0,5.0,244974.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,44.0,0.0,1.0
5529,22.0,0.0,137320.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
11439,19.0,0.0,158343.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0
27653,29.0,0.0,205499.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0
46894,18.0,0.0,128538.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0
8801,40.0,0.0,104196.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,1.0
40670,43.0,0.0,152617.0,3.0,10.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
23812,36.0,0.0,210945.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
16394,28.0,0.0,377869.0,3.0,10.0,1.0,1.0,1.0,4064.0,0.0,25.0,0.0,0.0
33479,59.0,3.0,309124.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
15147,40.0,0.0,235523.0,1.0,9.0,4.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0
32503,40.0,0.0,275446.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
30255,36.0,1.0,177858.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
33506,49.0,0.0,239865.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
32792,22.0,3.0,357612.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
16363,46.0,0.0,51618.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
6944,30.0,0.0,202450.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
38543,25.0,0.0,194342.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
14722,38.0,4.0,104236.0,2.0,12.0,3.0,1.0,1.0,1471.0,0.0,40.0,0.0,0.0
20191,48.0,0.0,185039.0,1.0,9.0,3.0,1.0,1.0,0.0,0.0,30.0,0.0,0.0
47552,74.0,0.0,54732.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,1.0
46345,23.0,0.0,197666.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,24.0,37.0,0.0
4422,50.0,3.0,169112.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0
21534,30.0,1.0,154935.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
33654,28.0,0.0,232653.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
13860,40.0,4.0,187164.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
14424,37.0,2.0,111268.0,11.0,11.0,0.0,1.0,1.0,0.0,0.0,32.0,0.0,0.0
40524,21.0,0.0,107452.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
37801,29.0,0.0,138537.0,11.0,11.0,1.0,2.0,0.0,0.0,0.0,40.0,20.0,0.0
46393,33.0,0.0,183612.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0
48534,42.0,3.0,34037.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0
20752,46.0,0.0,175109.0,1.0,9.0,1.0,1.0,0.0,0.0,1485.0,40.0,0.0,1.0
4763,57.0,0.0,224174.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0
37125,50.0,0.0,108446.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
28565,38.0,0.0,186934.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
28726,46.0,0.0,273629.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
45189,46.0,0.0,176552.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,40.0,0.0,1.0
16807,42.0,0.0,221172.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
15240,30.0,0.0,175761.0,0.0,7.0,1.0,1.0,0.0,2580.0,0.0,40.0,0.0,0.0
1988,23.0,0.0,320294.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0
12374,60.0,3.0,197060.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0
723,35.0,3.0,28987.0,12.0,5.0,1.0,4.0,0.0,0.0,0.0,96.0,0.0,0.0
24348,50.0,0.0,210217.0,7.0,13.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
35760,59.0,0.0,146391.0,9.0,16.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0
36696,41.0,0.0,190591.0,2.0,12.0,3.0,0.0,1.0,0.0,0.0,40.0,32.0,0.0
5503,31.0,0.0,103596.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,55.0,0.0,1.0
45817,42.0,0.0,185764.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
5317,29.0,0.0,77322.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,32.0,0.0,0.0
22396,33.0,1.0,34080.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
45365,46.0,5.0,107231.0,3.0,10.0,1.0,1.0,0.0,0.0,1740.0,40.0,0.0,0.0
5509,35.0,0.0,230279.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
39723,41.0,0.0,198965.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
33662,21.0,0.0,65038.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
14002,41.0,0.0,694105.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
3826,47.0,1.0,33114.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,50.0,0.0,0.0
39553,25.0,0.0,109419.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
32547,46.0,0.0,126513.0,1.0,9.0,4.0,0.0,1.0,0.0,0.0,40.0,1.0,0.0
22841,26.0,5.0,203279.0,5.0,15.0,0.0,2.0,0.0,2463.0,0.0,50.0,17.0,0.0
32251,32.0,0.0,207668.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0
25477,46.0,0.0,153501.0,1.0,9.0,0.0,4.0,0.0,0.0,0.0,40.0,0.0,0.0
8252,48.0,0.0,162187.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,48.0,0.0,1.0
10576,34.0,0.0,259818.0,1.0,9.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0
3801,23.0,0.0,275357.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0
8651,36.0,0.0,101192.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
15859,37.0,0.0,22245.0,3.0,10.0,3.0,1.0,0.0,0.0,0.0,40.0,39.0,0.0
21741,25.0,0.0,191271.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
48243,27.0,0.0,215873.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
36781,40.0,6.0,142444.0,7.0,13.0,0.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0
45724,56.0,0.0,271795.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,49.0,0.0,0.0
33530,32.0,0.0,44677.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
13127,57.0,0.0,41680.0,3.0,10.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0
9769,79.0,0.0,160758.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0
40791,50.0,3.0,132716.0,5.0,15.0,1.0,1.0,0.0,99999.0,0.0,50.0,0.0,1.0
29583,27.0,2.0,175552.0,10.0,3.0,1.0,1.0,1.0,0.0,0.0,40.0,4.0,0.0
48476,41.0,0.0,112283.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,1.0
23884,35.0,0.0,196491.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0
34752,43.0,0.0,88233.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
39530,37.0,1.0,191364.0,2.0,12.0,1.0,1.0,0.0,0.0,0.0,40.0,40.0,1.0
25208,45.0,0.0,201699.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
48239,45.0,0.0,187901.0,1.0,9.0,3.0,1.0,0.0,0.0,2258.0,44.0,0.0,1.0
29299,32.0,0.0,226975.0,3.0,10.0,0.0,1.0,0.0,0.0,1876.0,60.0,0.0,0.0
442,25.0,0.0,196947.0,7.0,13.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
43513,44.0,0.0,247880.0,11.0,11.0,3.0,1.0,0.0,8614.0,0.0,40.0,0.0,1.0
25353,37.0,3.0,268598.0,7.0,13.0,1.0,3.0,0.0,7298.0,0.0,50.0,12.0,1.0
41996,35.0,1.0,182570.0,2.0,12.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
40186,26.0,0.0,151810.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
32030,49.0,4.0,128990.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
41352,70.0,0.0,90245.0,1.0,9.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0
13201,21.0,0.0,33432.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0
31714,31.0,0.0,25216.0,7.0,13.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
38022,25.0,0.0,262778.0,8.0,14.0,0.0,1.0,1.0,0.0,0.0,37.0,0.0,0.0
42157,62.0,3.0,182998.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0
39703,51.0,6.0,162943.0,5.0,15.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
4177,44.0,0.0,195258.0,8.0,14.0,3.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0
6997,35.0,0.0,304001.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
14659,31.0,0.0,178664.0,3.0,10.0,3.0,1.0,1.0,0.0,0.0,30.0,0.0,0.0
27531,38.0,0.0,127601.0,3.0,10.0,1.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0
32390,43.0,0.0,111895.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0
12250,62.0,0.0,190384.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,37.0,0.0,0.0
31069,31.0,1.0,128016.0,7.0,13.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
18937,18.0,0.0,280298.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,24.0,0.0,0.0
41154,19.0,0.0,238969.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0
5123,37.0,0.0,184456.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
30522,40.0,3.0,45093.0,1.0,9.0,3.0,1.0,0.0,0.0,0.0,45.0,25.0,0.0
35733,36.0,0.0,198587.0,7.0,13.0,3.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
12552,59.0,0.0,159770.0,2.0,12.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
36369,48.0,6.0,184787.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0
44963,47.0,0.0,144351.0,1.0,9.0,3.0,1.0,0.0,0.0,625.0,40.0,0.0,0.0
2940,24.0,0.0,113631.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
45552,35.0,0.0,217274.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0
42787,76.0,0.0,208843.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0
13287,43.0,0.0,343591.0,8.0,14.0,3.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0
39334,56.0,3.0,175964.0,3.0,10.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
44331,35.0,0.0,182898.0,1.0,9.0,0.0,1.0,0.0,8614.0,0.0,40.0,0.0,1.0
42239,57.0,5.0,19520.0,9.0,16.0,3.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0
8200,41.0,0.0,718736.0,3.0,10.0,2.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
4785,37.0,0.0,207066.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0,70.0,0.0,0.0
23906,32.0,0.0,232766.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
8042,61.0,0.0,29797.0,1.0,9.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
22246,42.0,3.0,323790.0,7.0,13.0,1.0,1.0,0.0,0.0,1977.0,70.0,0.0,1.0
21428,17.0,2.0,127003.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
47294,50.0,0.0,187830.0,8.0,14.0,3.0,1.0,0.0,0.0,0.0,62.0,0.0,1.0
38734,24.0,0.0,379418.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
10974,35.0,6.0,237713.0,5.0,15.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0
2061,25.0,0.0,171472.0,11.0,11.0,0.0,1.0,1.0,0.0,0.0,42.0,0.0,0.0
46421,21.0,0.0,149637.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0
3271,32.0,0.0,49398.0,7.0,13.0,4.0,1.0,0.0,10520.0,0.0,40.0,0.0,1.0
9541,60.0,0.0,137490.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
42480,43.0,1.0,113324.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
46923,38.0,3.0,67317.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
3399,32.0,0.0,49593.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0
6064,31.0,2.0,346736.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0
10259,40.0,0.0,206927.0,1.0,9.0,1.0,1.0,0.0,0.0,1887.0,40.0,0.0,1.0
12560,46.0,0.0,143542.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0
40579,56.0,0.0,105281.0,1.0,9.0,2.0,1.0,1.0,0.0,1974.0,40.0,0.0,0.0
42825,43.0,0.0,216497.0,7.0,13.0,3.0,1.0,1.0,0.0,0.0,40.0,7.0,0.0
16845,52.0,3.0,334273.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,1.0
23810,64.0,0.0,256466.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,60.0,8.0,1.0
21043,31.0,0.0,315128.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,52.0,0.0,0.0
4909,17.0,0.0,67444.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
41667,26.0,0.0,98155.0,1.0,9.0,6.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0
36075,32.0,3.0,129497.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,55.0,0.0,1.0
26616,43.0,0.0,125833.0,7.0,13.0,1.0,2.0,0.0,0.0,0.0,40.0,13.0,0.0
36855,28.0,0.0,221317.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,4.0,0.0
31189,19.0,0.0,86150.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,19.0,8.0,0.0
26266,26.0,0.0,142689.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,45.0,1.0,0.0
23455,28.0,0.0,107411.0,7.0,13.0,0.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0
35458,23.0,0.0,207415.0,2.0,12.0,1.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0
23548,29.0,0.0,405177.0,4.0,6.0,4.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
45635,32.0,0.0,210541.0,7.0,13.0,3.0,1.0,1.0,0.0,0.0,30.0,0.0,0.0
19579,25.0,0.0,201413.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0
13153,31.0,0.0,328734.0,8.0,14.0,0.0,1.0,1.0,0.0,0.0,30.0,0.0,0.0
6855,28.0,0.0,145284.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
24813,20.0,2.0,210029.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
29122,52.0,0.0,159670.0,2.0,12.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
38090,41.0,3.0,26598.0,1.0,9.0,3.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
35791,55.0,0.0,289257.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
20037,39.0,0.0,168894.0,7.0,13.0,3.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0
14752,25.0,0.0,255004.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0
30491,54.0,0.0,256908.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,1.0
24468,68.0,0.0,224338.0,11.0,11.0,2.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
2255,45.0,2.0,69596.0,4.0,6.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
29081,50.0,0.0,152810.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
20943,33.0,1.0,147654.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
26230,26.0,0.0,137678.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
37104,34.0,4.0,199934.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0
45682,60.0,0.0,188650.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,40.0,1.0,1.0
48631,53.0,0.0,291755.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
27488,65.0,0.0,330144.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
19501,47.0,6.0,101926.0,7.0,13.0,3.0,1.0,0.0,0.0,0.0,70.0,0.0,1.0
21295,56.0,0.0,119859.0,3.0,10.0,3.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
19186,53.0,0.0,358056.0,0.0,7.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
29471,32.0,0.0,62374.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
20847,31.0,0.0,379798.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
10036,18.0,0.0,70021.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0
24204,36.0,0.0,133655.0,1.0,9.0,5.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
18753,30.0,0.0,432565.0,11.0,11.0,1.0,1.0,1.0,0.0,0.0,40.0,25.0,1.0
16058,52.0,0.0,186224.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
4213,39.0,0.0,103323.0,7.0,13.0,0.0,1.0,0.0,0.0,1669.0,40.0,0.0,0.0
15288,48.0,0.0,250733.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0
34718,42.0,1.0,328581.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0
40138,42.0,5.0,367292.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
44247,30.0,1.0,27051.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
37519,29.0,0.0,140830.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
21381,37.0,0.0,34378.0,6.0,4.0,1.0,1.0,0.0,2580.0,0.0,60.0,0.0,0.0
35444,19.0,0.0,170800.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
27962,48.0,0.0,33669.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
43370,25.0,0.0,182227.0,2.0,12.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0
23345,56.0,3.0,233312.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0
22834,43.0,1.0,260696.0,7.0,13.0,3.0,1.0,1.0,0.0,0.0,55.0,0.0,0.0
33439,20.0,0.0,352139.0,3.0,10.0,3.0,1.0,1.0,0.0,0.0,29.0,0.0,0.0
27068,76.0,0.0,116202.0,1.0,9.0,2.0,1.0,1.0,0.0,0.0,33.0,0.0,0.0
5129,54.0,0.0,106728.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
25832,37.0,0.0,277022.0,1.0,9.0,0.0,1.0,1.0,3887.0,0.0,40.0,28.0,0.0
1773,49.0,0.0,141069.0,1.0,9.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
23761,45.0,0.0,112362.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
45101,47.0,0.0,70754.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
39463,59.0,3.0,128105.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0
5603,56.0,4.0,97213.0,7.0,13.0,0.0,1.0,1.0,0.0,0.0,60.0,0.0,0.0
38735,67.0,3.0,286372.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
16619,19.0,0.0,104112.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0
21724,33.0,0.0,214635.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
37823,19.0,0.0,240686.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0
38925,47.0,2.0,99127.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
36096,45.0,0.0,287190.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
14575,37.0,0.0,38948.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
42218,27.0,0.0,252813.0,5.0,15.0,0.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0
4225,55.0,4.0,54566.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
12924,42.0,0.0,23157.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0
31019,31.0,0.0,188096.0,7.0,13.0,0.0,1.0,1.0,0.0,0.0,72.0,0.0,1.0
2925,18.0,0.0,155503.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0
41203,53.0,1.0,38795.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
5996,23.0,0.0,32950.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
3311,54.0,0.0,183668.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
2232,39.0,0.0,27408.0,1.0,9.0,1.0,1.0,0.0,7298.0,0.0,50.0,0.0,1.0
8310,39.0,0.0,190987.0,11.0,11.0,3.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0
8415,44.0,0.0,54611.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
47548,39.0,0.0,148903.0,1.0,9.0,3.0,1.0,1.0,4687.0,0.0,50.0,0.0,1.0
10470,33.0,0.0,399531.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
26212,20.0,4.0,55233.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
43829,19.0,0.0,97261.0,13.0,8.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
13368,42.0,6.0,203233.0,5.0,15.0,1.0,1.0,0.0,99999.0,0.0,99.0,0.0,1.0
45494,25.0,0.0,263773.0,3.0,10.0,1.0,1.0,1.0,0.0,0.0,40.0,0.0,1.0
25394,47.0,4.0,137917.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0
102,22.0,0.0,212261.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0
12504,39.0,0.0,179671.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
22051,24.0,0.0,248533.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0
21484,17.0,0.0,137042.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0
15029,41.0,0.0,171231.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,2.0,0.0
21114,26.0,0.0,154966.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0
5264,42.0,0.0,311920.0,7.0,13.0,1.0,1.0,1.0,0.0,1485.0,17.0,0.0,1.0
46651,46.0,0.0,285750.0,1.0,9.0,1.0,1.0,0.0,4064.0,0.0,55.0,0.0,0.0
36956,35.0,3.0,127930.0,1.0,9.0,5.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
23322,35.0,0.0,141896.0,13.0,8.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
2395,36.0,3.0,165855.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,7.0,0.0
3506,18.0,0.0,93985.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0
46555,51.0,6.0,129525.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
14735,48.0,1.0,273767.0,8.0,14.0,1.0,1.0,1.0,7688.0,0.0,40.0,0.0,1.0
15890,75.0,0.0,71385.0,1.0,9.0,3.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0
46056,42.0,3.0,238188.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,96.0,0.0,0.0
17378,19.0,2.0,80710.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
22021,31.0,0.0,273818.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,55.0,4.0,0.0
35588,29.0,0.0,259226.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0
39696,31.0,2.0,76198.0,1.0,9.0,4.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0
